VisCanvas Save File Format,,Extent,ShapeFactor4,Solidity,Perimeter,Area,ConvexArea,EquivDiameter,roundness,MajorAxisLength,MinorAxisLength,ShapeFactor1,AspectRation,Eccentricity,Compactness,ShapeFactor3,ShapeFactor2
HOROZ,1245,0.729363,0.997841,0.987945,738.792,37781,38242,219.327,0.869839,283.235,170.206,0.00749675,1.66407,0.799296,0.774365,0.599641,0.00166278
HOROZ,1246,0.780587,0.994174,0.987922,766.378,37789,38251,219.35,0.808517,313.568,154.341,0.00829787,2.03166,0.870477,0.699529,0.489341,0.00122566
HOROZ,1247,0.602807,0.990506,0.983348,778.569,37972,38615,219.881,0.787189,317.14,153.909,0.00835195,2.06057,0.874346,0.693323,0.480696,0.00119044
HOROZ,1248,0.70294,0.999016,0.989085,755.921,38060,38480,220.135,0.837001,304.426,159.34,0.00799858,1.91054,0.85208,0.723116,0.522897,0.00134904
HOROZ,1249,0.643924,0.99332,0.972194,861.568,38110,39200,220.28,0.645163,310.178,157.489,0.00813901,1.96952,0.861512,0.710173,0.504345,0.00127705
HOROZ,1250,0.808561,0.994392,0.984456,754.503,38253,38857,220.693,0.84441,292.314,167.559,0.00764159,1.74454,0.819403,0.754985,0.570003,0.0015315
HOROZ,1251,0.827191,0.993443,0.985841,771.058,38294,38844,220.811,0.809406,306.007,160.386,0.00799099,1.90794,0.851641,0.721588,0.520689,0.0013364
HOROZ,1252,0.796976,0.993905,0.991076,756.323,38427,38773,221.194,0.844174,306.534,160.592,0.00797704,1.90878,0.851782,0.721597,0.520702,0.00133414
HOROZ,1253,0.796976,0.993905,0.991076,756.323,38427,38773,221.194,0.844174,306.534,160.592,0.00797704,1.90878,0.851782,0.721597,0.520702,0.00133414
HOROZ,1254,0.801826,0.992595,0.98859,762.336,38470,38914,221.318,0.831839,304.589,162.012,0.00791757,1.88004,0.846806,0.726611,0.527964,0.00136138
HOROZ,1255,0.675005,0.997363,0.98762,775.776,38532,39015,221.496,0.804561,316.713,155.315,0.00821947,2.03917,0.871499,0.699359,0.489103,0.0012129
HOROZ,1256,0.605216,0.996059,0.98826,771.623,38637,39096,221.798,0.815461,315.088,156.746,0.00815509,2.01018,0.867483,0.703922,0.495506,0.00123511
HOROZ,1257,0.790413,0.988533,0.981871,768.636,38833,39550,222.359,0.82598,299.961,166.746,0.00772439,1.79891,0.831255,0.741294,0.549517,0.00143882
HOROZ,1258,0.650025,0.987983,0.980833,791.343,38891,39651,222.525,0.780422,319.5,156.87,0.00821527,2.03672,0.871168,0.69648,0.485085,0.00119244
HOROZ,1259,0.650025,0.987983,0.980833,791.343,38891,39651,222.525,0.780422,319.5,156.87,0.00821527,2.03672,0.871168,0.69648,0.485085,0.00119244
HOROZ,1260,0.630277,0.99526,0.990142,770.803,38970,39358,222.751,0.82424,314.183,158.68,0.00806217,1.97998,0.863087,0.708986,0.502661,0.00125656
HOROZ,1261,0.694291,0.992486,0.989088,742.484,39158,39590,223.288,0.892599,281.334,178.56,0.00718459,1.57557,0.772767,0.793675,0.62992,0.00175854
HOROZ,1262,0.662532,0.981409,0.974205,792.773,39202,40240,223.413,0.783827,321.831,158.031,0.00820955,2.03651,0.871139,0.694195,0.481907,0.00117605
HOROZ,1263,0.702517,0.996418,0.987857,771.196,39211,39693,223.439,0.828492,315.478,158.821,0.00804566,1.98638,0.864037,0.708255,0.501625,0.00124882
HOROZ,1264,0.74141,0.991355,0.984844,777.438,39377,39983,223.911,0.818693,312.403,161.886,0.00793363,1.92977,0.855262,0.71674,0.513716,0.00129151
HOROZ,1265,0.732363,0.98618,0.985076,778.877,39407,40004,223.997,0.816292,309.939,164.154,0.00786507,1.8881,0.848227,0.722713,0.522313,0.00132356
HOROZ,1266,0.693797,0.993417,0.988694,762.355,39441,39892,224.093,0.852792,298.836,169.158,0.00757679,1.76661,0.824366,0.749887,0.562331,0.00147791
HOROZ,1267,0.604743,0.992923,0.986899,778.662,39474,39998,224.187,0.818131,314.899,160.744,0.00797739,1.95901,0.859901,0.711933,0.506848,0.00126414
HOROZ,1268,0.589431,0.983271,0.978204,798.227,39539,40420,224.372,0.779799,317.269,161.375,0.00802419,1.96604,0.860981,0.707198,0.500128,0.00123807
HOROZ,1269,0.812676,0.992011,0.984005,765.521,39557,40200,224.423,0.84824,303.64,167.208,0.00767602,1.81594,0.834717,0.739107,0.546279,0.00141301
HOROZ,1270,0.658463,0.99163,0.984902,789.504,39596,40203,224.533,0.798275,318.048,159.853,0.00803232,1.98963,0.864516,0.705974,0.498399,0.00123076
HOROZ,1271,0.695506,0.989957,0.982397,764.058,39623,40333,224.61,0.852913,289.416,176.084,0.00730423,1.64363,0.793622,0.77608,0.602301,0.00163449
HOROZ,1272,0.683674,0.989193,0.979713,791.745,39649,40470,224.683,0.794825,308.264,165.553,0.00777483,1.86202,0.84355,0.728867,0.531247,0.00135352
HOROZ,1273,0.789665,0.996966,0.987672,798.425,39657,40152,224.706,0.781738,331.247,152.897,0.0083528,2.16648,0.887099,0.678365,0.460179,0.0010911
HOROZ,1274,0.612226,0.995631,0.983261,810.463,39709,40385,224.853,0.759683,330.612,153.597,0.00832588,2.15247,0.88553,0.680112,0.462553,0.00109883
HOROZ,1275,0.634993,0.992981,0.985086,776.76,39762,40364,225.003,0.828141,304.811,167.266,0.00766589,1.82232,0.835985,0.738174,0.544901,0.00140403
HOROZ,1276,0.613102,0.988424,0.979531,799.83,39767,40598,225.018,0.781155,334.273,153.246,0.00840578,2.18128,0.888722,0.673156,0.453139,0.00106468
HOROZ,1277,0.797305,0.991792,0.985918,785.134,39768,40336,225.02,0.810692,314.381,162.393,0.00790537,1.93593,0.856258,0.715757,0.512309,0.00127987
HOROZ,1278,0.772883,0.979544,0.980991,764.43,39788,40559,225.077,0.855631,296.234,174.584,0.0074453,1.6968,0.807881,0.759796,0.57729,0.00153056
HOROZ,1279,0.628155,0.984312,0.983499,787.804,39815,40483,225.153,0.806158,319.731,161.079,0.00803042,1.98494,0.863823,0.704195,0.495891,0.00121812
HOROZ,1280,0.628673,0.996304,0.98777,772.004,39817,40310,225.159,0.839536,312.169,163.004,0.00784008,1.9151,0.852844,0.721274,0.520236,0.00130888
HOROZ,1281,0.808543,0.988258,0.975732,839.384,39845,40836,225.238,0.710661,316.963,161.959,0.00795491,1.95706,0.859598,0.710613,0.504971,0.00125126
HOROZ,1282,0.729926,0.997301,0.992436,774.676,39889,40193,225.362,0.835262,318.639,159.822,0.00798815,1.99371,0.865112,0.707266,0.500225,0.00123298
HOROZ,1283,0.805255,0.992545,0.987145,785.747,39931,40451,225.481,0.812746,320.986,159.582,0.00803851,2.01141,0.867657,0.702465,0.493457,0.00120741
HOROZ,1284,0.669555,0.981047,0.979851,814.562,40022,40845,225.738,0.757985,303.955,170.887,0.00759471,1.77869,0.826994,0.742668,0.551555,0.00142518
HOROZ,1285,0.820768,0.994557,0.988091,783.028,40074,40557,225.884,0.821331,325.472,157.626,0.00812178,2.06483,0.874902,0.694021,0.481665,0.00116231
HOROZ,1286,0.733403,0.977314,0.968466,808.532,40079,41384,225.899,0.770428,309.369,168.778,0.00771899,1.833,0.838075,0.730191,0.533178,0.00135358
HOROZ,1287,0.658292,0.996118,0.98829,774.16,40090,40565,225.93,0.84059,310.975,164.782,0.00775693,1.88719,0.848068,0.726519,0.52783,0.00133309
HOROZ,1288,0.710633,0.997092,0.987247,782.797,40101,40619,225.961,0.822369,312.1,164.073,0.00778285,1.9022,0.850666,0.724001,0.524177,0.00131909
HOROZ,1289,0.624533,0.992436,0.984005,788.776,40110,40762,225.986,0.810131,324.195,158.728,0.00808265,2.04245,0.871943,0.697068,0.485903,0.00117715
HOROZ,1290,0.613314,0.989994,0.985983,792.925,40307,40880,226.54,0.805612,321.6,161.192,0.00797875,1.99514,0.865321,0.704417,0.496203,0.00121181
HOROZ,1291,0.716999,0.991298,0.988091,798.228,40324,40810,226.588,0.795279,323.21,160.245,0.00801532,2.01697,0.868441,0.701055,0.491479,0.00119429
HOROZ,1292,0.675998,0.996168,0.988365,798.577,40351,40826,226.664,0.795116,323.547,159.403,0.0080183,2.02975,0.870215,0.70056,0.490784,0.00119136
HOROZ,1293,0.651399,0.993717,0.990297,780.121,40418,40814,226.852,0.834566,316.137,163.813,0.00782168,1.92987,0.855277,0.717576,0.514915,0.00127924
HOROZ,1294,0.598448,0.988145,0.984629,803.073,40485,41117,227.04,0.788849,334.39,156.002,0.00825961,2.1435,0.884507,0.678967,0.460996,0.00108276
HOROZ,1295,0.630462,0.990883,0.986501,793.494,40487,41041,227.045,0.80805,320.571,162.285,0.00791788,1.97536,0.862394,0.708253,0.501622,0.00122897
HOROZ,1296,0.692183,0.993616,0.989508,794.798,40555,40985,227.236,0.806753,332.468,156.31,0.00819796,2.12698,0.882587,0.683482,0.467148,0.00110356
HOROZ,1297,0.623916,0.99087,0.984166,799.002,40587,41240,227.326,0.798916,325.527,160.212,0.00802046,2.03186,0.870504,0.698332,0.487668,0.0011766
HOROZ,1298,0.625436,0.989,0.979056,796.464,40669,41539,227.555,0.80564,321.784,162.709,0.00791227,1.97766,0.86274,0.707168,0.500086,0.00122059
HOROZ,1299,0.619124,0.995193,0.988191,803.675,40669,41155,227.555,0.791248,324.593,160.298,0.00798134,2.02494,0.869552,0.701048,0.491468,0.00118918
HOROZ,1300,0.63607,0.992912,0.984782,788.385,40704,41333,227.653,0.822944,318.93,163.659,0.00783536,1.94875,0.858298,0.713802,0.509514,0.00125473
HOROZ,1301,0.803089,0.996307,0.986909,781.572,40711,41251,227.673,0.837498,318.925,163.132,0.00783388,1.95501,0.859279,0.713875,0.509618,0.00125501
HOROZ,1302,0.70442,0.994733,0.983025,812.578,40769,41473,227.835,0.775907,329.683,158.284,0.00808661,2.08286,0.877208,0.691072,0.477581,0.00113773
HOROZ,1303,0.78757,0.983598,0.980017,790.802,40804,41636,227.933,0.819931,323.476,163.288,0.00792755,1.98102,0.863241,0.704636,0.496512,0.00120553
HOROZ,1304,0.78757,0.983598,0.980017,790.802,40804,41636,227.933,0.819931,323.476,163.288,0.00792755,1.98102,0.863241,0.704636,0.496512,0.00120553
HOROZ,1305,0.619611,0.995077,0.986611,797.806,41043,41600,228.599,0.810316,331.237,158.545,0.0080705,2.08923,0.878008,0.690137,0.476289,0.00112933
HOROZ,1306,0.612931,0.99244,0.985441,807.202,41086,41693,228.719,0.792391,333.03,158.277,0.00810568,2.1041,0.879844,0.686782,0.471669,0.00111236
HOROZ,1307,0.667132,0.99612,0.989218,792.163,41102,41550,228.763,0.823083,326.232,161.04,0.00793713,2.02578,0.869668,0.701229,0.491722,0.00118381
HOROZ,1308,0.791445,0.996747,0.989578,803.231,41114,41547,228.797,0.80079,339.557,154.668,0.00825892,2.19539,0.890236,0.673809,0.454019,0.00105015
HOROZ,1309,0.729657,0.992489,0.986328,780.307,41122,41692,228.819,0.848698,308.887,170.789,0.00751147,1.80859,0.833236,0.740786,0.548764,0.00139533
HOROZ,1310,0.810097,0.996245,0.987016,783.797,41127,41668,228.833,0.841259,310.508,169.277,0.00754998,1.83432,0.838331,0.736963,0.543114,0.00137375
HOROZ,1311,0.7529,0.994856,0.987854,781.342,41155,41661,228.911,0.84713,311.289,169.203,0.00756382,1.83974,0.839373,0.735364,0.54076,0.00136437
HOROZ,1312,0.783073,0.967038,0.962805,802.191,41210,42802,229.064,0.804742,303.234,178.933,0.00735826,1.69467,0.807342,0.755403,0.570634,0.00147799
HOROZ,1313,0.637554,0.990193,0.983848,799.829,41237,41914,229.139,0.810033,325.413,162.946,0.00789128,1.99706,0.8656,0.704148,0.495825,0.0011967
HOROZ,1314,0.619874,0.993473,0.985989,815.069,41239,41825,229.144,0.780062,336.217,157.197,0.00815288,2.13883,0.883969,0.681538,0.464494,0.00108505
HOROZ,1315,0.614816,0.992987,0.986697,798.716,41240,41796,229.147,0.812351,315.69,167.504,0.00765494,1.88467,0.847625,0.725862,0.526875,0.0013108
HOROZ,1316,0.813154,0.996737,0.988828,790.991,41244,41710,229.158,0.828376,328.299,160.48,0.00795991,2.04573,0.872382,0.698018,0.487229,0.00116561
HOROZ,1317,0.699085,0.994075,0.98053,818.326,41246,42065,229.164,0.773997,315.139,167.637,0.00764048,1.87989,0.846778,0.727182,0.528794,0.00131788
HOROZ,1318,0.66477,0.996259,0.988103,797.728,41360,41858,229.48,0.816734,318.658,165.88,0.00770449,1.92101,0.853826,0.720147,0.518612,0.00127823
HOROZ,1319,0.633966,0.994745,0.984677,812.201,41384,42028,229.547,0.788343,316.062,167.594,0.0076373,1.88588,0.847837,0.726271,0.52747,0.00131073
HOROZ,1320,0.664142,0.994642,0.988864,792.831,41469,41936,229.782,0.829034,316.888,167.518,0.00764158,1.89167,0.848851,0.725121,0.5258,0.00130318
HOROZ,1321,0.805366,0.997047,0.991018,753.173,41486,41862,229.83,0.919014,278.307,190.358,0.00670846,1.46202,0.729496,0.825812,0.681966,0.00192454
HOROZ,1322,0.658562,0.991597,0.982129,813.415,41548,42304,230.001,0.789107,321.642,165.864,0.00774145,1.93919,0.856782,0.715085,0.511346,0.00124863
HOROZ,1323,0.652719,0.995637,0.982409,797.024,41774,42522,230.626,0.826367,308.948,172.914,0.00739571,1.78672,0.828706,0.746487,0.557242,0.0014166
HOROZ,1324,0.631789,0.996343,0.986263,821.132,41856,42439,230.852,0.780084,324.393,164.887,0.00775022,1.96737,0.861184,0.711643,0.506435,0.00122615
HOROZ,1325,0.704663,0.991269,0.983991,799.297,41857,42538,230.855,0.823307,317.504,169.332,0.00758544,1.87504,0.845913,0.727094,0.528665,0.00130774
HOROZ,1326,0.668624,0.993847,0.985348,797.562,41898,42521,230.968,0.827702,315.944,169.892,0.0075408,1.85967,0.843118,0.73104,0.53442,0.0013285
HOROZ,1327,0.684885,0.99052,0.985561,821.864,41978,42593,231.188,0.780965,337.171,160.036,0.0080321,2.10685,0.880178,0.68567,0.470143,0.00109514
HOROZ,1328,0.684885,0.99052,0.985561,821.864,41978,42593,231.188,0.780965,337.171,160.036,0.0080321,2.10685,0.880178,0.68567,0.470143,0.00109514
HOROZ,1329,0.601956,0.990201,0.98436,811.437,41981,42648,231.197,0.801222,327.091,165.033,0.00779141,1.98198,0.863384,0.706826,0.499603,0.00119963
HOROZ,1330,0.609197,0.992043,0.97956,844.489,41981,42857,231.197,0.739732,334.477,161.089,0.00796735,2.07635,0.876384,0.691218,0.477782,0.0011219
HOROZ,1331,0.691783,0.99657,0.988862,775.151,41994,42467,231.232,0.878263,298.28,179.873,0.00710293,1.65829,0.797717,0.775218,0.600963,0.00158239
HOROZ,1332,0.664042,0.993874,0.984276,785.556,42002,42673,231.254,0.855314,303.656,177.201,0.00722956,1.71362,0.81207,0.761568,0.579985,0.00150012
HOROZ,1333,0.668251,0.981787,0.981534,842.549,42045,42836,231.373,0.744276,347.545,156.89,0.00826603,2.21521,0.89231,0.665734,0.443202,0.00100157
HOROZ,1334,0.677783,0.983153,0.980745,806.716,42072,42898,231.447,0.812385,328.711,165.755,0.00781306,1.98311,0.863553,0.704105,0.495763,0.00118454
HOROZ,1335,0.834046,0.994975,0.989903,815.245,42156,42586,231.678,0.797064,335.198,160.937,0.00795138,2.08279,0.8772,0.691167,0.477712,0.00111932
HOROZ,1336,0.834046,0.994975,0.989903,815.245,42156,42586,231.678,0.797064,335.198,160.937,0.00795138,2.08279,0.8772,0.691167,0.477712,0.00111932
HOROZ,1337,0.817511,0.993522,0.982876,821.018,42186,42921,231.76,0.786453,317.687,170.177,0.00753064,1.86681,0.844425,0.729523,0.532204,0.00131573
HOROZ,1338,0.746515,0.996098,0.984851,811.097,42193,42842,231.78,0.805944,318.943,169.097,0.00755915,1.88616,0.847886,0.726712,0.52811,0.00130047
HOROZ,1339,0.710658,0.994568,0.986738,823.147,42260,42828,231.964,0.783763,333.455,162.244,0.00789055,2.05527,0.87365,0.695637,0.483911,0.00113977
HOROZ,1340,0.807412,0.995469,0.984297,836.822,42373,43049,232.274,0.760384,333.018,162.744,0.00785919,2.04627,0.872455,0.697481,0.48648,0.00114733
HOROZ,1341,0.781364,0.984182,0.984417,805.943,42389,43060,232.317,0.820077,327.98,167.202,0.00773739,1.96159,0.860298,0.708327,0.501727,0.00120146
HOROZ,1342,0.703219,0.987286,0.984628,800.745,42402,43064,232.353,0.831013,318.293,171.801,0.00750656,1.85268,0.841821,0.729997,0.532895,0.00131493
HOROZ,1343,0.609388,0.99275,0.991359,828.116,42450,42820,232.484,0.777867,347.952,156.469,0.00819674,2.22377,0.893186,0.668152,0.446427,0.00100768
HOROZ,1344,0.609388,0.99275,0.991359,828.116,42450,42820,232.484,0.777867,347.952,156.469,0.00819674,2.22377,0.893186,0.668152,0.446427,0.00100768
HOROZ,1345,0.681738,0.996969,0.986676,805.21,42505,43079,232.635,0.823819,323.507,167.797,0.00761104,1.92797,0.854968,0.719103,0.51711,0.00125542
HOROZ,1346,0.645324,0.992733,0.988042,793.738,42552,43067,232.764,0.848742,313.311,174.189,0.00736302,1.79868,0.831207,0.742915,0.551922,0.00138354
HOROZ,1347,0.726309,0.993958,0.986709,804.837,42614,43188,232.933,0.826697,327.292,166.786,0.00768039,1.96235,0.860416,0.711698,0.506514,0.00121547
HOROZ,1348,0.806133,0.99268,0.987929,806.488,42642,43163,233.01,0.823857,324.36,168.621,0.00760659,1.92361,0.854254,0.718367,0.51605,0.00124955
HOROZ,1349,0.707136,0.996394,0.984314,791.457,42670,43350,233.086,0.856008,293.881,185.537,0.0068873,1.58395,0.775512,0.79313,0.629056,0.00168115
HOROZ,1350,0.836414,0.990762,0.9873,822.714,42678,43227,233.108,0.792348,340.946,160.864,0.00798881,2.11947,0.881697,0.683709,0.467457,0.00107683
HOROZ,1351,0.810498,0.99044,0.987213,787.181,42693,43246,233.149,0.8658,309.575,177.285,0.0072512,1.7462,0.819784,0.753125,0.567198,0.00143899
HOROZ,1352,0.8096,0.99614,0.988657,834.59,42708,43198,233.19,0.7705,350.369,155.802,0.00820382,2.2488,0.895689,0.665556,0.442965,0.000992964
HOROZ,1353,0.806229,0.989323,0.986033,816.687,42710,43315,233.195,0.804689,335.838,163.671,0.00786323,2.05191,0.873207,0.694367,0.482146,0.00112756
HOROZ,1354,0.599846,0.990609,0.985389,832.736,42757,43391,233.324,0.774823,339.138,162.046,0.00793176,2.09285,0.878459,0.68799,0.47333,0.00109617
HOROZ,1355,0.717107,0.995264,0.988217,780.822,42774,43284,233.37,0.881629,292.555,187.044,0.00683954,1.56409,0.768917,0.797697,0.636321,0.00170828
HOROZ,1356,0.800764,0.99677,0.988151,801.214,42780,43293,233.386,0.83744,322.594,169.395,0.00754077,1.90439,0.85104,0.723467,0.523405,0.0012743
HOROZ,1357,0.620443,0.996194,0.985818,828.988,42818,43434,233.49,0.78296,334.976,163.372,0.00782325,2.05038,0.873004,0.697035,0.485857,0.00113916
HOROZ,1358,0.727561,0.997202,0.989129,816.249,42857,43328,233.596,0.808326,338.999,161.417,0.00791,2.10014,0.879359,0.689077,0.474827,0.00110009
HOROZ,1359,0.66821,0.99224,0.961646,968.539,43000,44715,233.986,0.576029,348.52,158.319,0.00810512,2.20137,0.890868,0.671369,0.450737,0.00101575
HOROZ,1360,0.709959,0.993648,0.985972,825.521,43015,43627,234.026,0.793183,341.44,161.43,0.00793769,2.1151,0.881175,0.68541,0.469788,0.00108063
HOROZ,1361,0.7405,0.992879,0.989172,812.609,43029,43500,234.065,0.818857,323.967,170.323,0.00752903,1.90207,0.850643,0.722496,0.522,0.00126549
HOROZ,1362,0.772405,0.989721,0.984505,830.696,43077,43755,234.195,0.78446,349.041,158.769,0.00810272,2.19842,0.890557,0.670967,0.450197,0.00101301
HOROZ,1363,0.697666,0.991539,0.986022,815.39,43099,43710,234.255,0.814604,328.234,168.61,0.00761582,1.9467,0.857977,0.713682,0.509343,0.00121875
HOROZ,1364,0.697666,0.991539,0.986022,815.39,43099,43710,234.255,0.814604,328.234,168.61,0.00761582,1.9467,0.857977,0.713682,0.509343,0.00121875
HOROZ,1365,0.600482,0.98768,0.984833,823.478,43114,43778,234.296,0.798958,336.202,165.315,0.00779798,2.03371,0.870758,0.696889,0.485654,0.00113453
HOROZ,1366,0.816657,0.995443,0.990332,816.933,43126,43547,234.328,0.812038,337.608,163.388,0.00782841,2.06629,0.875091,0.694084,0.481753,0.00112073
HOROZ,1367,0.653497,0.982292,0.975067,819.644,43136,44239,234.355,0.806862,324.597,172.252,0.00752497,1.88443,0.847582,0.721989,0.521268,0.00126126
HOROZ,1368,0.866195,0.989443,0.987379,810.945,43185,43737,234.488,0.825201,325.519,170.717,0.00753777,1.90677,0.851444,0.720354,0.51891,0.001252
HOROZ,1369,0.802706,0.991877,0.987991,800.212,43192,43717,234.507,0.847624,314.055,176.543,0.00727114,1.77892,0.827042,0.746708,0.557574,0.0013944
HOROZ,1370,0.647076,0.993852,0.982825,839.531,43204,43959,234.54,0.770301,346.337,159.813,0.00801632,2.16713,0.887172,0.677202,0.458602,0.00103998
HOROZ,1371,0.614566,0.995128,0.987812,843.066,43279,43813,234.744,0.765181,336.28,164.667,0.00777006,2.04218,0.871907,0.698059,0.487286,0.00113808
HOROZ,1372,0.613511,0.997153,0.985448,831.016,43409,44050,235.096,0.789898,338.535,163.729,0.00779872,2.06765,0.875267,0.694452,0.482263,0.00111885
HOROZ,1373,0.701331,0.994459,0.985765,814.87,43418,44045,235.12,0.821681,322.252,172.503,0.00742209,1.86809,0.844659,0.729615,0.532338,0.00129742
HOROZ,1374,0.599325,0.990618,0.981075,834.832,43493,44332,235.323,0.784208,335.063,166.839,0.00770383,2.0083,0.867215,0.702326,0.493262,0.00115622
HOROZ,1375,0.57404,0.995563,0.975849,905.774,43518,44595,235.391,0.66656,348.719,159.601,0.0080132,2.18494,0.889118,0.675017,0.455648,0.00102623
HOROZ,1376,0.816969,0.991464,0.985378,820.623,43533,44179,235.431,0.812346,333.8,167.481,0.00766774,1.99306,0.865018,0.705307,0.497458,0.00117047
HOROZ,1377,0.656031,0.973339,0.96726,846.546,43548,45022,235.472,0.763619,347.445,163.956,0.00797843,2.11913,0.881656,0.677725,0.459311,0.00103827
HOROZ,1378,0.651791,0.992134,0.985697,828.293,43554,44186,235.488,0.797756,339.224,164.771,0.00778857,2.05875,0.874108,0.694197,0.48191,0.00111576
HOROZ,1379,0.802914,0.992604,0.987145,817.646,43693,44262,235.864,0.82128,328.285,170.724,0.00751344,1.9229,0.854136,0.718472,0.516203,0.00123498
HOROZ,1380,0.830569,0.993344,0.989386,819.231,43717,44186,235.928,0.818554,330.96,169.311,0.00757052,1.95475,0.859239,0.71286,0.508169,0.00120593
HOROZ,1381,0.696922,0.993187,0.988297,829.88,43743,44261,235.999,0.798156,345.644,162.24,0.00790169,2.13044,0.882993,0.68278,0.466188,0.00105931
HOROZ,1382,0.662331,0.991637,0.98268,830.354,43743,44514,235.999,0.797245,338.569,165.89,0.00773995,2.04093,0.871738,0.697048,0.485875,0.00112711
HOROZ,1383,0.713778,0.992274,0.984339,836.693,43746,44442,236.007,0.785264,339.353,165.411,0.00775734,2.05157,0.873161,0.695462,0.483667,0.0011194
HOROZ,1384,0.713778,0.992274,0.984339,836.693,43746,44442,236.007,0.785264,339.353,165.411,0.00775734,2.05157,0.873161,0.695462,0.483667,0.0011194
HOROZ,1385,0.802401,0.996911,0.989557,837.559,43779,44241,236.096,0.784233,349.466,159.998,0.00798251,2.18419,0.889037,0.675589,0.456421,0.00102577
HOROZ,1386,0.822503,0.99449,0.986741,836.567,43832,44421,236.239,0.787045,340.048,165.029,0.00775799,2.06054,0.874342,0.69472,0.482636,0.00111473
HOROZ,1387,0.82262,0.993729,0.986722,826.338,43844,44434,236.271,0.806872,338.905,165.758,0.00772978,2.04457,0.872228,0.69716,0.486033,0.00112636
HOROZ,1388,0.82262,0.993729,0.986722,826.338,43844,44434,236.271,0.806872,338.905,165.758,0.00772978,2.04457,0.872228,0.69716,0.486033,0.00112636
HOROZ,1389,0.671383,0.991429,0.985836,845.054,43848,44478,236.282,0.771597,343.307,164.027,0.00782949,2.09299,0.878477,0.688251,0.47369,0.00108368
HOROZ,1390,0.643506,0.995035,0.988687,814.595,43871,44373,236.344,0.830814,328.483,170.898,0.00748748,1.9221,0.854006,0.7195,0.51768,0.00123776
HOROZ,1391,0.76187,0.99704,0.990275,773.792,43886,44317,236.384,0.921059,289.896,193.322,0.00660566,1.49955,0.745177,0.815409,0.664893,0.00180135
HOROZ,1392,0.745103,0.992337,0.987649,839.181,43900,44449,236.422,0.783363,347.179,162.241,0.00790841,2.13989,0.884092,0.680979,0.463732,0.00104907
HOROZ,1393,0.704056,0.988233,0.98453,844.203,43912,44602,236.454,0.774282,354.302,159.683,0.00806847,2.21878,0.892677,0.667379,0.445395,0.000987326
HOROZ,1394,0.591961,0.993797,0.98901,833.354,43914,44402,236.459,0.79461,341.729,164.639,0.00778178,2.07562,0.87629,0.69195,0.478795,0.00110042
HOROZ,1395,0.693413,0.996649,0.987587,824.223,43918,44470,236.47,0.812387,340.09,164.975,0.00774374,2.06147,0.874463,0.695317,0.483466,0.00111651
HOROZ,1396,0.712682,0.993304,0.984446,834.163,43924,44618,236.486,0.79325,345.424,162.996,0.00786414,2.11922,0.881667,0.684625,0.468712,0.00106572
HOROZ,1397,0.706581,0.988696,0.978888,805.062,43955,44903,236.57,0.852235,313.756,180.411,0.00713812,1.73912,0.81815,0.753993,0.568505,0.00142309
HOROZ,1398,0.640285,0.995076,0.982814,836.878,43978,44747,236.632,0.78908,331.886,169.551,0.00754663,1.95744,0.859657,0.712991,0.508356,0.00120301
HOROZ,1399,0.746838,0.986492,0.976905,808.658,43991,45031,236.667,0.845364,320.69,177.05,0.00728989,1.8113,0.833784,0.737993,0.544633,0.00133386
HOROZ,1400,0.798853,0.994585,0.988037,822.517,44020,44553,236.745,0.817655,335.119,168.159,0.00761288,1.99287,0.86499,0.70645,0.499071,0.00116964
HOROZ,1401,0.70092,0.993468,0.986026,823.817,44029,44653,236.769,0.815243,327.694,172.198,0.00744268,1.90301,0.850804,0.722531,0.522051,0.00125122
HOROZ,1402,0.817236,0.98578,0.985458,812.823,44049,44699,236.823,0.837826,322.754,176.276,0.00732717,1.83096,0.837679,0.733755,0.538396,0.00131014
HOROZ,1403,0.634195,0.990924,0.984564,841.284,44074,44765,236.89,0.782541,338.664,167.218,0.00768398,2.02528,0.869599,0.699483,0.489277,0.00113469
HOROZ,1404,0.797369,0.9904,0.987245,809.203,44120,44690,237.013,0.846702,324.543,174.768,0.00735591,1.85699,0.842621,0.730299,0.533337,0.00129068
HOROZ,1405,0.82605,0.992685,0.989623,819.804,44154,44617,237.105,0.825581,340.648,166.25,0.007715,2.04901,0.872821,0.696039,0.484471,0.001117
HOROZ,1406,0.771007,0.998778,0.989627,826.19,44171,44634,237.15,0.813181,343.406,163.973,0.00777446,2.09429,0.878637,0.690584,0.476906,0.00109072
HOROZ,1407,0.658562,0.992867,0.985504,832.579,44258,44909,237.384,0.802326,334.905,169.469,0.0075671,1.9762,0.862521,0.70881,0.502411,0.00117822
HOROZ,1408,0.584911,0.99627,0.989097,845.277,44362,44851,237.662,0.78023,350.767,161.631,0.00790693,2.17017,0.887508,0.67755,0.459074,0.00102791
HOROZ,1409,0.593844,0.996151,0.986593,843.947,44375,44978,237.697,0.782921,350.684,161.736,0.00790273,2.16824,0.887295,0.677811,0.459428,0.00102894
HOROZ,1410,0.651343,0.990633,0.983842,825.922,44389,45118,237.735,0.817725,316.661,180.168,0.00713378,1.75759,0.822364,0.750754,0.563632,0.00139795
HOROZ,1411,0.814383,0.993957,0.985547,848.676,44392,45043,237.743,0.774517,359.514,158.173,0.00809861,2.27292,0.898016,0.66129,0.437305,0.000955341
