id,Area,Perimeter,MajorAxisLength,MinorAxisLength,AspectRation,Eccentricity,ConvexArea,EquivDiameter,Extent,Solidity,roundness,Compactness,ShapeFactor1,ShapeFactor2,ShapeFactor3,ShapeFactor4,Class
292,35083,687.873,229.6498757,194.93395,1.17809071,0.528664177,35513,211.3505688,0.767613338,0.987891758,0.931729962,0.920316496,0.006545902,0.002896664,0.846982453,0.997822159,SEKER
293,35083,685.515,227.9847727,196.1941843,1.162036344,0.509351984,35477,211.3505688,0.782700846,0.988894213,0.938150821,0.927038093,0.00649844,0.002960596,0.859399625,0.998653599,SEKER
294,35085,693.747,245.9349428,181.8560113,1.352360811,0.673214081,35658,211.3565931,0.735457499,0.983930675,0.916070945,0.85940042,0.007009689,0.002358635,0.738569081,0.998811881,SEKER
295,35087,678.15,237.2938758,188.4922823,1.258904995,0.607471966,35477,211.3626171,0.768945869,0.989006962,0.958748216,0.890720911,0.006763014,0.002625951,0.793383741,0.998794754,SEKER
296,35091,688.22,225.8521795,197.988503,1.140733811,0.481167454,35466,211.3746647,0.780250812,0.989426493,0.931002892,0.935898273,0.006436185,0.003045951,0.875905577,0.999175106,SEKER
297,35091,685.847,232.5036811,192.6269167,1.207015536,0.560004226,35452,211.3746647,0.762367203,0.989817218,0.937456494,0.909123949,0.006625735,0.002791941,0.826506354,0.99760601,SEKER
298,35105,687.922,232.3755601,192.4946821,1.207179116,0.560170279,35508,211.4168258,0.782720178,0.988650445,0.932181424,0.909806632,0.006619443,0.002797677,0.827748108,0.999240229,SEKER
299,35106,688.658,231.1126201,193.5514908,1.194062723,0.54647266,35503,211.419837,0.787430186,0.988817846,0.930216457,0.914791398,0.00658328,0.002843874,0.836843303,0.999243393,SEKER
300,35106,680.346,234.3642027,191.0105524,1.226969922,0.579438588,35445,211.419837,0.810387812,0.990435887,0.953084795,0.902099529,0.006675902,0.002727141,0.813783561,0.998487952,SEKER
1206,33006,710.496,283.0203847,149.6237186,1.891547593,0.848828915,33354,204.9988888,0.635476232,0.989566469,0.821636048,0.724325525,0.008574816,0.001455927,0.524647467,0.992395653,HOROZ
1207,33263,719.325,271.3390351,158.5661122,1.711204439,0.811477467,34108,205.7954494,0.672740879,0.975225753,0.807831848,0.758443949,0.008157383,0.00166504,0.575237224,0.984348492,HOROZ
1208,33407,706.222,281.5352959,152.7419055,1.843209268,0.840035139,33989,206.2404264,0.809866667,0.982876813,0.841714592,0.732556199,0.008427434,0.001497059,0.536638585,0.989137214,HOROZ
1209,33518,702.956,277.5713992,154.3055806,1.798842259,0.831240405,34023,206.5827753,0.808383378,0.9851571,0.852376909,0.744250942,0.008281264,0.001567307,0.553909465,0.996395753,HOROZ
1210,33518,702.956,277.5713992,154.3055806,1.798842259,0.831240405,34023,206.5827753,0.808383378,0.9851571,0.852376909,0.744250942,0.008281264,0.001567307,0.553909465,0.996395753,HOROZ
1211,33556,689.294,264.6307432,161.7054714,1.636498387,0.791583671,33892,206.6998456,0.774071511,0.990086156,0.887505501,0.781087802,0.007886242,0.001810712,0.610098155,0.998424646,HOROZ
1212,33927,709.639,285.8833083,152.4196982,1.875632294,0.846018499,34358,207.8393563,0.756050274,0.987455614,0.84660411,0.727007665,0.008426425,0.001452042,0.528540144,0.991346964,HOROZ
1213,33954,716.75,277.3684803,156.3563259,1.773951126,0.825970469,34420,207.9220419,0.799481987,0.98646136,0.830549278,0.7496239,0.008168949,0.001591181,0.561935991,0.996846984,HOROZ
1214,33954,716.75,277.3684803,156.3563259,1.773951126,0.825970469,34420,207.9220419,0.799481987,0.98646136,0.830549278,0.7496239,0.008168949,0.001591181,0.561935991,0.996846984,HOROZ
1215,34165,693.307,272.1493592,160.5025147,1.69560807,0.807579349,34437,208.5670852,0.772614202,0.992101519,0.893182322,0.76636993,0.007965736,0.00169496,0.587322869,0.995869396,HOROZ
1216,34196,690.131,264.9295953,165.7880877,1.598001394,0.779998261,34639,208.6616866,0.75156044,0.987210947,0.902240048,0.787611842,0.007747386,0.001839009,0.620332414,0.991292063,HOROZ
1217,34232,744.329,296.9731539,148.1674838,2.004307195,0.86664487,34936,208.7714925,0.604602695,0.979848866,0.776447789,0.702997863,0.008675308,0.001307015,0.494205995,0.990540632,HOROZ
1218,34377,736.459,298.0691187,148.8949001,2.001875943,0.86629575,34990,209.2131827,0.703855367,0.982480709,0.796490665,0.701894861,0.008670597,0.001298127,0.492656396,0.986236988,HOROZ
1219,34414,707.737,276.4939671,160.5266301,1.722418062,0.81420382,34773,209.3257406,0.634195784,0.989675898,0.863378475,0.757071638,0.008034346,0.001628089,0.573157465,0.987216771,HOROZ
1220,34586,727.413,283.5392693,156.5358447,1.811337651,0.833792348,35278,209.8481901,0.687608104,0.980384376,0.821387491,0.74010274,0.008198094,0.001517262,0.547752066,0.99216394,HOROZ
1221,34952,707.965,272.4792931,163.7276213,1.664223122,0.799338516,35404,210.955608,0.692173638,0.987233081,0.876311115,0.774207851,0.007795814,0.001727713,0.599397797,0.997531674,HOROZ
1222,35139,733.998,292.6114961,154.7210779,1.891219348,0.84877176,35769,211.519182,0.641409901,0.982386983,0.819614266,0.722866958,0.008327257,0.00140254,0.522536639,0.988231401,HOROZ
1223,35255,717.672,268.1334659,169.1690742,1.585002857,0.775853025,35860,211.8680253,0.684656167,0.983128834,0.860158683,0.790158828,0.007605544,0.001828806,0.624350974,0.989598078,HOROZ
1224,35464,741.988,278.138932,163.9807355,1.69616834,0.807721576,36088,212.4950993,0.822182037,0.982708934,0.809475706,0.763989053,0.007842853,0.001648171,0.583679273,0.990018304,HOROZ
1225,35512,740.643,294.1826768,154.5956906,1.902916411,0.850787944,35978,212.6388551,0.72209683,0.98704764,0.813517971,0.722812293,0.008284036,0.001394838,0.522457611,0.994193161,HOROZ
1226,35755,756.893,306.6087821,149.3572951,2.052854411,0.873331364,36384,213.3651329,0.779315606,0.982712181,0.78429179,0.69588722,0.00857527,0.001240461,0.484259022,0.99411327,HOROZ
1227,35798,743.142,295.1079192,156.380855,1.887110281,0.848053424,36549,213.4933939,0.728608646,0.979452242,0.814563628,0.723441765,0.008243699,0.001392888,0.523367987,0.987653109,HOROZ
1228,35869,705.532,264.8164878,172.8495435,1.532063565,0.757604032,36265,213.7050052,0.70792216,0.989080381,0.905515107,0.806992823,0.007382879,0.001931453,0.651237417,0.997737119,HOROZ
1229,36143,736.997,299.8903167,154.194303,1.944885841,0.857688897,36592,214.5196888,0.761980056,0.987729558,0.83618548,0.715327161,0.008297328,0.001340099,0.511692947,0.995184367,HOROZ
1230,36458,731.111,283.698962,164.9206882,1.720214517,0.813672998,36979,215.4524711,0.679223489,0.985910922,0.857109025,0.759440463,0.007781528,0.001596686,0.576749817,0.992133409,HOROZ
1231,36500,742.992,295.8043238,158.5295194,1.865925822,0.844264335,37093,215.5765372,0.745506536,0.984013156,0.83087263,0.728780886,0.008104228,0.001410195,0.53112158,0.99103347,HOROZ
1232,36584,731.806,293.1392521,159.4393493,1.838562773,0.839148028,37023,215.8244553,0.704975527,0.988142506,0.858438369,0.736252323,0.008012772,0.001452343,0.542067483,0.996625094,HOROZ
1233,36609,748.431,305.3024338,153.2388004,1.992331139,0.864911383,36969,215.8981855,0.636235662,0.990262111,0.821285574,0.707161692,0.008339546,0.001286462,0.500077658,0.99632029,HOROZ
1234,36718,727.659,271.1585016,172.824467,1.568982138,0.770569578,37285,216.2193553,0.788786251,0.984792812,0.871431132,0.797391024,0.007384893,0.00184166,0.635832445,0.997609749,HOROZ
1235,36799,759.261,300.6202949,157.2337118,1.911932826,0.852313703,37393,216.4577141,0.711352961,0.984114674,0.802164976,0.72003693,0.008169252,0.001354507,0.51845318,0.991247654,HOROZ
1236,37039,747.615,301.8019516,156.9820182,1.922525618,0.854075464,37726,217.1624265,0.760929411,0.981789747,0.832747052,0.719552758,0.008148221,0.001347389,0.517756171,0.995399503,HOROZ
1237,37089,759.483,304.3769382,156.3433159,1.946849704,0.857999612,37537,217.308954,0.675032761,0.988065109,0.808013978,0.713946843,0.008206663,0.001315255,0.509720094,0.992348414,HOROZ
1238,37430,748.578,299.0563374,160.7345419,1.860560486,0.84328131,37902,218.3056485,0.661400905,0.987546831,0.839374115,0.729981683,0.00798975,0.001399461,0.532873257,0.991442927,HOROZ
1239,37454,772.679,297.6274753,162.1493177,1.835514817,0.838561934,38113,218.3756257,0.801669521,0.982709312,0.788333264,0.733721326,0.00794648,0.001420624,0.538346984,0.988143865,HOROZ
1240,37471,763.682,314.3678155,152.4385579,2.062259181,0.874566773,38008,218.4251794,0.624017453,0.985871395,0.807383814,0.694807702,0.00838963,0.001206094,0.482757742,0.995571586,HOROZ
1241,37503,766.505,308.1607301,155.3628758,1.983490126,0.863609203,38070,218.5184263,0.676949458,0.985106383,0.802132087,0.709105363,0.008216962,0.001281546,0.502830416,0.997359164,HOROZ
1242,37600,749.282,299.1671654,161.1116364,1.856893594,0.842603896,38280,218.8008384,0.678210678,0.982236155,0.84160268,0.731366486,0.007956574,0.001404255,0.534896936,0.993246694,HOROZ
1243,37736,791.577,297.3898936,165.7508975,1.794197787,0.830276205,38887,219.1961849,0.79687467,0.970401419,0.756796985,0.737066691,0.007880801,0.001434753,0.543267307,0.974729001,HOROZ
1244,37776,727.307,283.0718569,170.4841003,1.660400333,0.798296687,38194,219.3123276,0.748054417,0.989055873,0.897408748,0.774758501,0.007493431,0.001665428,0.600250735,0.996656521,HOROZ
1245,37781,738.792,283.2345962,170.2064106,1.664065386,0.799295696,38242,219.3268411,0.729362934,0.987945191,0.869839138,0.774364587,0.007496747,0.001662779,0.599640514,0.997841023,HOROZ
1246,37789,766.378,313.5680678,154.3409867,2.031657789,0.870477123,38251,219.3500608,0.780587057,0.987921884,0.808517092,0.699529331,0.008297866,0.00122566,0.489341285,0.994174034,HOROZ
1247,37972,778.569,317.1403375,153.9093843,2.060565306,0.874345643,38615,219.8805403,0.602806706,0.98334844,0.787189189,0.693322527,0.008351952,0.001190444,0.480696127,0.990505761,HOROZ
1248,38060,755.921,304.4258079,159.3401004,1.910541083,0.852079779,38480,220.1351791,0.702940307,0.989085239,0.837000711,0.723116022,0.007998576,0.001349039,0.522896781,0.999015782,HOROZ
1249,38110,861.568,310.1777403,157.4886783,1.969524055,0.861512194,39200,220.2797291,0.643924034,0.972193878,0.645163356,0.71017259,0.008139012,0.001277048,0.504345107,0.99331982,HOROZ
1250,38253,754.503,292.3137852,167.5594087,1.744538176,0.819403182,38857,220.6926195,0.808560558,0.984455825,0.844410107,0.75498533,0.007641591,0.001531502,0.570002848,0.994391729,HOROZ
1251,38294,771.058,306.0067702,160.3861358,1.907937795,0.851640669,38844,220.8108583,0.827191429,0.985840799,0.809406154,0.721588147,0.007990985,0.001336404,0.520689454,0.993443088,HOROZ
1252,38427,756.323,306.5338861,160.5917844,1.908776886,0.851782424,38773,221.1939782,0.796976108,0.991076264,0.844173528,0.721597149,0.007977044,0.001334139,0.520702445,0.993904791,HOROZ
1253,38427,756.323,306.5338861,160.5917844,1.908776886,0.851782424,38773,221.1939782,0.796976108,0.991076264,0.844173528,0.721597149,0.007977044,0.001334139,0.520702445,0.993904791,HOROZ
1254,38470,762.336,304.5889469,162.0116492,1.880043493,0.846805548,38914,221.3177022,0.801825837,0.988590225,0.831838836,0.726611075,0.007917571,0.001361381,0.527963654,0.992594633,HOROZ
1255,38532,775.776,316.7127725,155.3148449,2.039166139,0.871499422,39015,221.4959732,0.675005255,0.987620146,0.804560554,0.699359143,0.008219474,0.0012129,0.489103211,0.997362706,HOROZ
1256,38637,771.623,315.0881849,156.7460168,2.010183043,0.867482824,39096,221.797557,0.605216165,0.988259669,0.815460508,0.703922164,0.008155089,0.001235114,0.495506413,0.996058589,HOROZ
1257,38833,768.636,299.9610879,166.7458641,1.798911712,0.831254758,39550,222.3594191,0.790413189,0.981871049,0.825979682,0.741294215,0.007724386,0.001438819,0.549517113,0.98853277,HOROZ
1258,38891,791.343,319.4999963,156.8696185,2.036723231,0.87116818,39651,222.5254123,0.650025071,0.980832766,0.780421893,0.696480172,0.008215268,0.00119244,0.48508463,0.987983135,HOROZ
1259,38891,791.343,319.4999963,156.8696185,2.036723231,0.87116818,39651,222.5254123,0.650025071,0.980832766,0.780421893,0.696480172,0.008215268,0.00119244,0.48508463,0.987983135,HOROZ
1260,38970,770.803,314.1828398,158.6797489,1.979980697,0.86308691,39358,222.7513076,0.630276565,0.990141775,0.824239602,0.708986232,0.008062172,0.001256559,0.502661477,0.995260021,HOROZ
1261,39158,742.484,281.3341448,178.5597857,1.575573938,0.772767383,39590,223.2879623,0.69429078,0.989088154,0.89259853,0.793675302,0.007184589,0.001758544,0.629920485,0.992486299,HOROZ
1262,39202,792.773,321.8306469,158.0305092,2.036509586,0.871139148,40240,223.4133761,0.662531688,0.974204771,0.783827303,0.694195467,0.008209547,0.001176051,0.481907346,0.98140893,HOROZ
1263,39211,771.196,315.4782466,158.8206555,1.986380458,0.864037046,39693,223.4390203,0.702517244,0.987856801,0.82849186,0.70825492,0.008045657,0.001248819,0.501625032,0.996418161,HOROZ
1264,39377,777.438,312.4027624,161.8858003,1.92977248,0.855262012,39983,223.911486,0.741409501,0.984843559,0.818692781,0.716739776,0.007933635,0.001291511,0.513715907,0.991354819,HOROZ
1265,39407,778.877,309.9389373,164.1539185,1.888099536,0.848226848,40004,223.996765,0.732363217,0.985076492,0.816291885,0.722712567,0.007865073,0.001323564,0.522313455,0.986179791,HOROZ
1266,39441,762.355,298.8360953,169.1584032,1.766605085,0.824365783,39892,224.0933754,0.693797495,0.988694475,0.85279231,0.749887242,0.007576788,0.001477913,0.562330876,0.993416585,HOROZ
1267,39474,778.662,314.8992903,160.743702,1.959014794,0.859901103,39998,224.1871044,0.604743083,0.986899345,0.818131358,0.711932708,0.007977385,0.001264143,0.50684818,0.992923084,HOROZ
1268,39539,798.227,317.2686272,161.3747082,1.966036876,0.860980799,40420,224.3716077,0.589430531,0.978203859,0.779799079,0.707197588,0.008024195,0.001238067,0.500128428,0.983270932,HOROZ
1269,39557,765.521,303.6402703,167.2081587,1.815941714,0.834717452,40200,224.4226741,0.812675912,0.984004975,0.848240479,0.739107082,0.007676019,0.00141301,0.546279279,0.992011329,HOROZ
1270,39596,789.504,318.047727,159.8525261,1.989632162,0.864515902,40203,224.5332782,0.658462766,0.984901624,0.798274966,0.705973535,0.00803232,0.001230763,0.498398633,0.991629949,HOROZ
1271,39623,764.058,289.4156804,176.0836099,1.64362646,0.793622306,40333,224.6098183,0.695506407,0.982396549,0.852912666,0.776080335,0.007304234,0.001634486,0.602300687,0.989957346,HOROZ
1272,39649,791.745,308.2641445,165.5534903,1.862021416,0.843549934,40470,224.683499,0.683674173,0.979713368,0.794824862,0.728866795,0.007774828,0.001353515,0.531246805,0.989192928,HOROZ
1273,39657,798.425,331.2468658,152.89654,2.166477186,0.887099197,40152,224.7061651,0.789665472,0.987671847,0.781738439,0.678364653,0.008352797,0.0010911,0.460178602,0.996966443,HOROZ
1274,39709,810.463,330.6122854,153.5966997,2.152469982,0.885529814,40385,224.8534391,0.612226334,0.983261112,0.759683036,0.680112171,0.008325878,0.001098834,0.462552565,0.995630511,HOROZ
1275,39762,776.76,304.8109483,167.2656057,1.822316949,0.835985218,40364,225.0034461,0.634993133,0.98508572,0.828141176,0.738173768,0.007665886,0.00140403,0.544900511,0.992981438,HOROZ
1276,39767,799.83,334.2726536,153.2458553,2.181283487,0.888722428,40598,225.0175926,0.613101662,0.979531011,0.781155175,0.673155851,0.00840578,0.001064683,0.4531388,0.988424181,HOROZ
1277,39768,785.134,314.3808639,162.3928933,1.935927475,0.856258068,40336,225.0204218,0.797305425,0.985918286,0.810692294,0.715757375,0.007905373,0.001279869,0.512308619,0.991792332,HOROZ
1278,39788,764.43,296.2335581,174.5837852,1.696798805,0.807881424,40559,225.0769979,0.772882673,0.980990656,0.855631034,0.759795748,0.007445299,0.001530556,0.577289579,0.979544268,HOROZ
1279,39815,787.804,319.7313152,161.0789039,1.984936,0.863823489,40483,225.1533532,0.62815537,0.983499247,0.806158098,0.7041955,0.008030424,0.001218123,0.495891302,0.984312497,HOROZ
1280,39817,772.004,312.1685131,163.0038188,1.915099384,0.852843802,40310,225.1590082,0.62867293,0.987769784,0.83953595,0.721273923,0.007840081,0.001308884,0.520236072,0.996303782,HOROZ
1281,39845,839.384,316.9631893,161.958923,1.957059133,0.859598091,40836,225.2381621,0.808543019,0.975732197,0.710660737,0.710612998,0.007954905,0.001251259,0.504970832,0.988257779,HOROZ
1282,39889,774.676,318.6391545,159.8224434,1.99370719,0.865112329,40193,225.3624907,0.729926072,0.992436494,0.835262166,0.707265531,0.007988146,0.001232979,0.500224531,0.997301244,HOROZ
1283,39931,785.747,320.9856849,159.5821638,2.011413289,0.867657238,40451,225.481104,0.805255304,0.987144941,0.812745526,0.702464672,0.008038509,0.001207406,0.493456616,0.992545195,HOROZ
1284,40022,814.562,303.9554133,170.8870495,1.778691915,0.826993889,40845,225.7378857,0.669555325,0.979850655,0.757984561,0.742667759,0.007594708,0.001425178,0.551555401,0.981047132,HOROZ
1285,40074,783.028,325.4723144,157.6263883,2.064833928,0.874901751,40557,225.8844871,0.820768049,0.988090835,0.821330544,0.694020588,0.008121783,0.001162306,0.481664577,0.99455736,HOROZ
1286,40079,808.532,309.3693472,168.7779429,1.832996314,0.83807513,41384,225.8985784,0.733402869,0.968466074,0.770428456,0.730190565,0.007718989,0.001353583,0.533178261,0.977313787,HOROZ
1287,40090,774.16,310.9753867,164.7818927,1.887193925,0.8480681,40565,225.9295761,0.658292282,0.988290398,0.840590474,0.726519158,0.007756932,0.001333086,0.527830087,0.996117733,HOROZ
1288,40101,782.797,312.0999066,164.072804,1.902203772,0.850666307,40619,225.9605695,0.710632642,0.987247347,0.822369058,0.72400076,0.007782846,0.00131909,0.5241771,0.997091658,HOROZ
1289,40110,788.776,324.1950783,158.7281502,2.042454838,0.871943275,40762,225.9859246,0.624532885,0.98400471,0.810130812,0.697067722,0.00808265,0.001177154,0.485903409,0.992435768,HOROZ
1290,40307,792.925,321.5996431,161.1916111,1.995138834,0.865320902,40880,226.5402091,0.61331406,0.985983366,0.805612354,0.704416855,0.007978754,0.001211808,0.496203105,0.989994085,HOROZ
1291,40324,798.228,323.2098076,160.2451713,2.016970653,0.86844071,40810,226.5879772,0.716998578,0.988091154,0.795279073,0.701055388,0.008015321,0.001194291,0.491478657,0.991298028,HOROZ
1292,40351,798.577,323.546597,159.4025185,2.029745829,0.870214792,40826,226.6638235,0.675998057,0.988365257,0.795116142,0.70056006,0.008018304,0.001191362,0.490784398,0.996167584,HOROZ
1293,40418,780.121,316.1365416,163.8126042,1.929867016,0.855277392,40814,226.8519251,0.651398917,0.990297447,0.834566112,0.717575779,0.007821677,0.001279236,0.514914999,0.993717472,HOROZ
1294,40485,803.073,334.3901428,156.0020136,2.143498888,0.884506984,41117,227.0398709,0.598447894,0.984629229,0.788849143,0.678966996,0.008259606,0.001082764,0.460996182,0.988144804,HOROZ
1295,40487,793.494,320.5711183,162.2852597,1.975355734,0.862393853,41041,227.0454788,0.630461864,0.986501304,0.808049875,0.70825307,0.007917878,0.001228973,0.501622412,0.990882707,HOROZ
1296,40555,794.798,332.4682609,156.3096685,2.12698462,0.882586983,40985,227.2360661,0.692182966,0.989508357,0.806753278,0.683481983,0.00819796,0.001103555,0.467147621,0.993615804,HOROZ
1297,40587,799.002,325.5266303,160.211505,2.031855517,0.870504205,41240,227.3256989,0.623916252,0.984165858,0.798915933,0.698332111,0.008020465,0.001176596,0.487667737,0.990870383,HOROZ
1298,40669,796.464,321.7839798,162.7094508,1.977660045,0.862739834,41539,227.555222,0.625436371,0.979055827,0.805640067,0.707167654,0.007912267,0.001220591,0.50008609,0.98900028,HOROZ
1299,40669,803.675,324.5929153,160.2976462,2.02493875,0.869551599,41155,227.555222,0.619123736,0.988190985,0.791247662,0.701048024,0.007981335,0.001189177,0.491468332,0.995193271,HOROZ
1300,40704,788.385,318.9302769,163.6593084,1.948745109,0.8582985,41333,227.6531186,0.63606957,0.984782135,0.822943934,0.713802154,0.007835355,0.001254729,0.509513515,0.992911971,HOROZ
1301,40711,781.572,318.9250429,163.1323745,1.955007667,0.859279143,41251,227.6726929,0.803089184,0.986909408,0.837497751,0.713875244,0.007833879,0.001255006,0.509617865,0.996306832,HOROZ
1302,40769,812.578,329.6831125,158.2840497,2.082857452,0.877208474,41473,227.8348152,0.704419794,0.983025101,0.775907238,0.691072143,0.008086613,0.001137732,0.477580707,0.994732535,HOROZ
1303,40804,790.802,323.4756481,163.2877166,1.981016422,0.863241374,41636,227.9325918,0.787569967,0.980017293,0.819930582,0.704636015,0.007927547,0.00120553,0.496511914,0.983598255,HOROZ
1304,40804,790.802,323.4756481,163.2877166,1.981016422,0.863241374,41636,227.9325918,0.787569967,0.980017293,0.819930582,0.704636015,0.007927547,0.00120553,0.496511914,0.983598255,HOROZ
1305,41043,797.806,331.2374602,158.5452197,2.089230195,0.878008414,41600,228.5991484,0.619610507,0.986610577,0.810315909,0.690136762,0.008070498,0.00112933,0.476288751,0.99507684,HOROZ
1306,41086,807.202,333.0298565,158.2765383,2.104101215,0.879844156,41693,228.7188666,0.612931137,0.985441201,0.792390513,0.686781867,0.008105677,0.001112357,0.471669333,0.992440016,HOROZ
1307,41102,792.163,326.2319591,161.0403661,2.025777555,0.869667698,41550,228.7633969,0.667131959,0.98921781,0.823083151,0.701229265,0.007937131,0.001183814,0.491722482,0.996120368,HOROZ
1308,41114,803.231,339.5572132,154.6684699,2.19538742,0.890235543,41547,228.796789,0.791445291,0.989578068,0.800790058,0.673809244,0.008258919,0.001050149,0.454018897,0.996747374,HOROZ
1309,41122,780.307,308.8866826,170.7887857,1.808588787,0.833236147,41692,228.8190476,0.729656837,0.986328312,0.848697821,0.740786381,0.00751147,0.001395329,0.548764462,0.992489252,HOROZ
1310,41127,783.797,310.5081523,169.2769629,1.8343202,0.83833131,41668,228.8329582,0.810096911,0.987016415,0.841258957,0.736962803,0.007549983,0.001373751,0.543114172,0.996245297,HOROZ
1311,41155,781.342,311.2890886,169.2032082,1.839735144,0.83937258,41661,228.9108417,0.752899638,0.987854348,0.847130133,0.735364168,0.007563822,0.001364366,0.54076046,0.994856023,HOROZ
1312,41210,802.191,303.233757,178.9334443,1.694673448,0.807341721,42802,229.0637502,0.783073006,0.962805476,0.804742445,0.755403199,0.007358257,0.001477985,0.570633994,0.967038278,HOROZ
1313,41237,799.829,325.4126485,162.9457238,1.997061604,0.865600242,41914,229.138777,0.637554113,0.983847879,0.810032854,0.704148342,0.007891278,0.001196696,0.495824888,0.990192846,HOROZ
1314,41239,815.069,336.2166192,157.1966026,2.138828788,0.883968951,41825,229.1443335,0.619874339,0.985989241,0.780062209,0.681537796,0.00815288,0.001085052,0.464493767,0.993472641,HOROZ
1315,41240,798.716,315.6898102,167.5037386,1.884673219,0.847624873,41796,229.1471118,0.614815809,0.986697292,0.812351061,0.725861603,0.007654942,0.001310802,0.526875067,0.992987329,HOROZ
1316,41244,790.991,328.298616,160.4802028,2.045726577,0.872382494,41710,229.1582243,0.813154315,0.988827619,0.828376096,0.698017637,0.007959912,0.001165611,0.487228622,0.996736542,HOROZ
1317,41246,818.326,315.1393044,167.6372112,1.879888731,0.846778042,42065,229.1637804,0.699084746,0.980530132,0.773996509,0.727182479,0.007640482,0.001317875,0.528794357,0.994074553,HOROZ
1318,41360,797.728,318.6575509,165.8801125,1.921011181,0.853825593,41858,229.4802553,0.664770079,0.988102633,0.816734164,0.720146925,0.007704486,0.001278227,0.518611593,0.996258669,HOROZ
1319,41384,812.201,316.0621667,167.5939913,1.885880062,0.847837328,42028,229.546826,0.633965501,0.984676882,0.788343134,0.726271127,0.007637303,0.001310735,0.52746975,0.994744684,HOROZ
1320,41469,792.831,316.8884731,167.5176274,1.891672405,0.848850639,41936,229.7824421,0.664141576,0.988863983,0.829033693,0.72512086,0.007641575,0.001303179,0.525800261,0.994641845,HOROZ
1321,41486,753.173,278.3072461,190.3581347,1.462019191,0.729495557,41862,229.8295363,0.80536574,0.991018107,0.919013606,0.825812262,0.006708462,0.001924545,0.681965891,0.997047221,HOROZ
1322,41548,813.415,321.6418575,165.8641251,1.939188823,0.856781543,42304,230.00121,0.658561714,0.982129349,0.789106523,0.715084821,0.007741452,0.001248626,0.511346301,0.991597031,HOROZ
1323,41774,797.024,308.9484571,172.9136732,1.786720803,0.828705751,42522,230.6259065,0.65271875,0.982409106,0.826367309,0.746486675,0.007395712,0.001416602,0.557242356,0.99563651,HOROZ
1324,41856,821.132,324.393372,164.8871647,1.96736582,0.861183682,42439,230.8521483,0.631788679,0.986262636,0.78008447,0.711642617,0.007750224,0.001226145,0.506435215,0.996343332,HOROZ
1325,41857,799.297,317.5037187,169.3315803,1.875041372,0.845912589,42538,230.854906,0.7046633,0.983990785,0.823306599,0.72709355,0.007585439,0.001307741,0.528665031,0.991268804,HOROZ
1326,41898,797.562,315.9442125,169.8922335,1.859674254,0.843118006,42521,230.9679425,0.668624228,0.985348416,0.827702466,0.73104027,0.007540795,0.001328502,0.534419877,0.993846885,HOROZ
1327,41978,821.864,337.1714639,160.0360674,2.106846721,0.880178416,42593,231.1883423,0.684885466,0.985561008,0.780965218,0.685669954,0.008032099,0.001095139,0.470143286,0.990519842,HOROZ
1328,41978,821.864,337.1714639,160.0360674,2.106846721,0.880178416,42593,231.1883423,0.684885466,0.985561008,0.780965218,0.685669954,0.008032099,0.001095139,0.470143286,0.990519842,HOROZ
1329,41981,811.437,327.0912997,165.0329489,1.981975732,0.863384201,42648,231.1966032,0.601955808,0.984360345,0.801222303,0.706825903,0.007791413,0.001199626,0.499602857,0.990200738,HOROZ
1330,41981,844.489,334.4773407,161.0888914,2.076352614,0.876383581,42857,231.1966032,0.609197237,0.979559932,0.739732414,0.691217536,0.00796735,0.001121896,0.477781682,0.992043244,HOROZ
1331,41994,775.151,298.280475,179.8725301,1.658288094,0.797717355,42467,231.232397,0.691783079,0.98886194,0.878262793,0.775218013,0.007102931,0.001582387,0.600962967,0.996569733,HOROZ
1332,42002,785.556,303.6558341,177.2014376,1.713619473,0.812069933,42673,231.2544213,0.664042244,0.984275772,0.855313909,0.761567522,0.007229557,0.001500117,0.579985091,0.993873747,HOROZ
1333,42045,842.549,347.5452863,156.8901861,2.215213679,0.892309714,42836,231.3727656,0.668250739,0.981534224,0.744275779,0.665734149,0.008266031,0.001001567,0.443201958,0.981787039,HOROZ
1334,42072,806.716,328.7112066,165.7553597,1.983110575,0.863552865,42898,231.4470439,0.677782611,0.980745023,0.812384597,0.704104513,0.007813063,0.00118454,0.495763165,0.983153174,HOROZ
1335,42156,815.245,335.1982429,160.9369384,2.082792467,0.877200275,42586,231.6779796,0.834045584,0.989902785,0.797063592,0.691167047,0.007951377,0.00111932,0.477711887,0.994974719,HOROZ
1336,42156,815.245,335.1982429,160.9369384,2.082792467,0.877200275,42586,231.6779796,0.834045584,0.989902785,0.797063592,0.691167047,0.007951377,0.00111932,0.477711887,0.994974719,HOROZ
1337,42186,821.018,317.6874819,170.1770034,1.866806182,0.844424715,42921,231.7604009,0.81751061,0.982875515,0.786453148,0.729523239,0.007530638,0.001315734,0.532204157,0.99352201,HOROZ
1338,42193,811.097,318.9430398,169.096703,1.886157649,0.84788613,42842,231.7796283,0.746514508,0.984851314,0.805943653,0.726711668,0.007559146,0.001300472,0.528109848,0.996098429,HOROZ
1339,42260,823.147,333.4548277,162.2438361,2.055269622,0.873650412,42828,231.9635815,0.710658191,0.986737648,0.783762639,0.695637197,0.007890554,0.001139773,0.483911109,0.994567803,HOROZ
